Username,Site,Customer,Updated By,ImageAttached,Route,Operator,Timedate,Annotation,Comment,Overall Result,Beta-lactams Result,Beta-lactams Level,Ceftiofur Result,Ceftiofur Level,Tetracyclines Result,Tetracyclines Level,Sulfonamides Result,Sulfonamides Level,Raw QR,Test Type,Batch Number
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"163","OP",05-04-2026 12:57,,,Negative,Negative,2.23,Negative,3.07,Negative,3.76,Negative,2.85,05251106E008000590,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"346","JH",05-04-2026 14:30,,,Negative,Negative,2.09,Negative,2.88,Negative,3.48,Negative,2.7,05250725E007023213,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"477","JS",05-04-2026 14:42,,,Negative,Negative,2.67,Negative,3.52,Negative,4.46,Negative,3.26,05251106E008019111,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"94","TH",05-04-2026 13:48,,,Negative,Negative,1.78,Negative,3.12,Negative,3.82,Negative,2.88,05250725E007007631,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"291","JM",05-04-2026 14:10,,,Negative,Negative,1.74,Negative,2.95,Negative,3.83,Negative,2.83,05251106E008001970,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"42","MP",05-04-2026 13:16,,,Negative,Negative,2.31,Negative,3.12,Negative,3.96,Negative,2.96,05251106E008017656,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"182","JH",05-04-2026 15:00,,,Negative,Negative,2.41,Negative,3.23,Negative,4.22,Negative,3.08,05251106E008001953,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"140","NR",05-04-2026 13:22,,,Negative,Negative,2.17,Negative,3.19,Negative,3.92,Negative,3.01,05251106E008000976,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"52","TV",05-04-2026 14:53,,,Negative,Negative,1.62,Negative,2.5,Negative,3.47,Negative,2.68,05251106E008017274,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"225","TL",05-04-2026 14:27,,,Negative,Negative,2.28,Negative,3.26,Negative,4.25,Negative,3.15,05251106E008001918,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"113","HR",05-04-2026 13:48,,,Negative,Negative,1.76,Negative,2.89,Negative,3.53,Negative,2.71,05251106E008000768,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"130","JH",05-04-2026 13:49,,,Negative,Negative,2.12,Negative,3.02,Negative,3.84,Negative,2.82,05251106E008000718,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"307","JH",05-04-2026 14:54,,,Negative,Negative,2.44,Negative,3.24,Negative,4.08,Negative,3.13,05251106E008018680,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"417","JT",05-04-2026 15:39,,,Negative,Negative,2.16,Negative,3.15,Negative,4.16,Negative,3.09,05251106E008017961,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"321","NM",05-04-2026 15:19,,,Negative,Negative,2.51,Negative,3.58,Negative,4.85,Negative,3.46,05251106E008017676,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"647","PJ",05-04-2026 15:20,,,Negative,Negative,2.2,Negative,3.09,Negative,3.85,Negative,2.96,05251106E008004036,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"773","AV",05-04-2026 15:59,,,Negative,Negative,2.34,Negative,2.93,Negative,4.05,Negative,2.82,05250725E007004433,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"60","JT",05-04-2026 16:26,,,Negative,Negative,1.27,Negative,2.97,Negative,2.11,Negative,2.91,05251106E008019526,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"576","VH",05-04-2026 16:35,,,Negative,Negative,2.25,Negative,2.92,Negative,3.91,Negative,2.75,05251106E008000342,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"201","JJ",05-04-2026 15:54,,,Negative,Negative,1.86,Negative,3.07,Negative,3.87,Negative,2.88,05251106E008018799,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"55","NM",05-04-2026 16:27,,,Negative,Negative,2.69,Negative,3.08,Negative,3.96,Negative,3,05251106E008017040,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"217","aa",05-04-2026 16:07,,,Negative,Negative,2.42,Negative,3.07,Negative,3.94,Negative,2.99,05251106E008018729,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"153","PT",05-04-2026 17:16,,,Negative,Negative,1.8,Negative,2.94,Negative,3.58,Negative,2.74,05251106E008016316,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"643","AN",05-04-2026 17:31,,,Negative,Negative,1.61,Negative,2.59,Negative,3.31,Negative,2.6,05250725E007004132,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"NEG CONT","JS",05-04-2026 16:54,,,Negative,Negative,3.05,Negative,3.5,Negative,4.23,Negative,3.24,05250428E002011667,MilkSafe™ FAST CM1-3BTS ,250428E002
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"79","TN",05-04-2026 17:00,,,Negative,Negative,2.14,Negative,3.02,Negative,4.12,Negative,2.97,05251106E008000950,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"504","AL",05-04-2026 18:56,,,Negative,Negative,1.49,Negative,2.31,Negative,3.34,Negative,2.55,05251106E008000913,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"459","MV",05-04-2026 19:08,,,Negative,Negative,2.06,Negative,2.64,Negative,3.46,Negative,2.57,05251106E008014997,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"319","SN",05-04-2026 19:10,,,Negative,Negative,2.08,Negative,3.2,Negative,4.08,Negative,3.02,05251106E008001288,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"633","JL",05-04-2026 19:26,,,Negative,Negative,2.03,Negative,2.94,Negative,4.14,Negative,3.02,05251106E008001964,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"605","MS",05-04-2026 19:29,,,Negative,Negative,2.12,Negative,3.21,Negative,4.04,Negative,3.07,05251106E008017701,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"627","HL",05-04-2026 20:04,,,Negative,Negative,1.72,Negative,2.51,Negative,3.09,Negative,2.38,05250725E007024370,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"412","LT",05-04-2026 20:11,,,Negative,Negative,1.97,Negative,3.14,Negative,4.02,Negative,3.01,05251106E008001066,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"743","KS",05-04-2026 21:45,,,Negative,Negative,1.91,Negative,3.12,Negative,3.87,Negative,2.9,05250725E007023455,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"403","LT",05-04-2026 21:49,,,Negative,Negative,1.57,Negative,2.77,Negative,3.65,Negative,2.69,05251106E008000687,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"410","LT",05-04-2026 22:04,,,Negative,Negative,2.33,Negative,3.13,Negative,3.8,Negative,2.91,05251106E008019359,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"209","AH",05-04-2026 21:51,,,Negative,Negative,2.49,Negative,3.2,Negative,3.85,Negative,3.05,05251106E008018858,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"297","js",05-04-2026 21:58,,,Negative,Negative,1.91,Negative,2.8,Negative,3.46,Negative,2.57,05251106E008018769,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"80","TN",05-04-2026 22:13,,,Negative,Negative,1.95,Negative,3.12,Negative,4.25,Negative,2.97,05251106E008000844,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"956","MK",06-04-2026 00:06,,,Negative,Negative,2.23,Negative,2.89,Negative,3.99,Negative,2.83,05251106E008019441,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"495","TN",06-04-2026 00:16,,,Negative,Negative,1.66,Negative,2.87,Negative,3.91,Negative,2.85,05251106E008014785,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"172","KH",05-04-2026 23:54,,,Negative,Negative,1.92,Negative,2.79,Negative,3.66,Negative,2.76,05251106E008018871,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"573","JL",06-04-2026 00:35,,,Negative,Negative,1.78,Negative,2.98,Negative,3.69,Negative,2.9,05251106E008000212,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"219","SH",06-04-2026 00:02,,,Negative,Negative,2.2,Negative,3.17,Negative,3.82,Negative,3.01,05251106E008001535,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"409","LT",06-04-2026 00:47,,,Negative,Negative,1.68,Negative,2.94,Negative,3.49,Negative,2.73,05251106E008014881,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"962","PR",06-04-2026 00:53,,,Negative,Negative,2.07,Negative,2.96,Negative,3.52,Negative,2.8,05251106E008016288,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"432","AA",06-04-2026 01:03,,,Negative,Negative,1.38,Negative,2.99,Negative,1.38,Negative,2.75,05251106E008016661,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"345","PH",06-04-2026 00:59,,,Negative,Negative,1.61,Negative,2.61,Negative,2.99,Negative,2.42,05250725E007024021,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"161","EK",05-04-2026 23:33,,,Negative,Negative,2.19,Negative,3.23,Negative,3.86,Negative,3,05251106E008002845,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"614","MR",05-04-2026 23:35,,,Negative,Negative,2.34,Negative,3.27,Negative,4.1,Negative,2.98,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"183","JL",06-04-2026 01:23,,,Negative,Negative,1.86,Negative,2.99,Negative,3.44,Negative,2.75,05251106E008000147,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"479","HK",06-04-2026 01:36,,,Negative,Negative,2.31,Negative,3.23,Negative,4.13,Negative,3.11,05251106E008016932,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"456","MV",06-04-2026 01:28,,,Negative,Negative,2.22,Negative,3.15,Negative,3.85,Negative,3.02,05251106E008019312,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"R221","TJ",06-04-2026 01:01,,,Negative,Negative,2.07,Negative,3.01,Negative,3.72,Negative,2.88,05251106E008001532,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"142","TH",06-04-2026 00:07,,,Negative,Negative,2.12,Negative,3.12,Negative,3.9,Negative,2.99,05251106E008002377,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"505","SK",06-04-2026 02:00,,,Negative,Negative,1.91,Negative,2.84,Negative,3.8,Negative,2.83,05251106E008014563,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"90","MR",06-04-2026 01:50,,,Negative,Negative,2.22,Negative,3.07,Negative,4,Negative,2.94,05251106E008016521,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"324","NNN",06-04-2026 01:33,,,Negative,Negative,2.41,Negative,3.12,Negative,4.2,Negative,2.99,05250725E007000264,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"612","SV",06-04-2026 00:47,,,Negative,Negative,2.19,Negative,2.94,Negative,3.75,Negative,2.81,05250428E002011789,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk2,Seinäjoki,Valio,Sjk2,False,"202","TP",06-04-2026 01:48,,,Negative,Negative,1.84,Negative,2.8,Negative,3.81,Negative,2.77,05251106E008001844,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"646","HK",06-04-2026 01:50,,,Negative,Negative,1.45,Negative,2.54,Negative,3.61,Negative,2.67,05251106E008001593,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"133","AL",06-04-2026 01:04,,,Negative,Negative,2.27,Negative,3.21,Negative,4.31,Negative,3.24,05251106E008002241,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"56","SK",06-04-2026 02:48,,,Negative,Negative,1.91,Negative,2.65,Negative,4,Negative,2.68,05251106E008016164,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"63","TONI",06-04-2026 02:39,,,Negative,Negative,1.8,Negative,2.7,Negative,3.68,Negative,2.63,05251106E008014787,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"329","MH",06-04-2026 01:28,,,Negative,Negative,2.06,Negative,3.25,Negative,3.81,Negative,2.97,05250428E002010263,MilkSafe™ FAST CM1-3BTS ,250428E002
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"110","T J",06-04-2026 01:42,,,Negative,Negative,2.47,Negative,3.33,Negative,4.27,Negative,3.2,05251106E008001212,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"411","LT",06-04-2026 03:23,,,Negative,Negative,2.13,Negative,2.98,Negative,3.82,Negative,2.81,05251106E008015002,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"81","TN",06-04-2026 01:50,,,Negative,Negative,1.99,Negative,3.22,Negative,3.84,Negative,2.98,05251106E008000951,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"316","JK",06-04-2026 02:54,,,Negative,Negative,2.2,Negative,2.96,Negative,3.81,Negative,2.86,05251106E008018564,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"957","MK",06-04-2026 03:48,,,Negative,Negative,2.1,Negative,2.72,Negative,3.82,Negative,2.73,05251106E008019456,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"494","TN",06-04-2026 04:05,,,Negative,Negative,2.19,Negative,2.76,Negative,3.61,Negative,2.62,05251106E008008655,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"53","LP",06-04-2026 03:57,,,Negative,Negative,1.8,Negative,3.18,Negative,3.95,Negative,2.99,05251106E008001027,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"216","PA",06-04-2026 03:56,,,Negative,Negative,2.27,Negative,3.19,Negative,4.32,Negative,3.04,05251106E008002227,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"664","SP",06-04-2026 03:09,,,Negative,Negative,2.13,Negative,3.17,Negative,3.66,Negative,2.94,05250428E002011638,MilkSafe™ FAST CM1-3BTS ,250428E002
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"772","TL",06-04-2026 03:40,,,Negative,Negative,2.91,Negative,3.83,Negative,4.89,Negative,3.66,05250428E002011521,MilkSafe™ FAST CM1-3BTS ,250428E002
Oulu2,Oulu,Valio,Oulu2,False,"39","VL",06-04-2026 04:25,,,Negative,Negative,1.81,Negative,2.58,Negative,3.27,Negative,2.46,,MilkSafe™ FAST CM1-3BTS ,
Sjk2,Seinäjoki,Valio,Sjk2,False,"323","NNN",06-04-2026 04:50,,,Negative,Negative,1.71,Negative,2.92,Negative,3.48,Negative,2.8,05251106E008001538,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"381","PH",06-04-2026 05:34,,,Negative,Negative,1.33,Negative,2.32,Negative,2.99,Negative,2.27,05250725E007006993,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"293","AH",06-04-2026 05:47,,,Negative,Negative,2.04,Negative,3.18,Negative,3.97,Negative,3.05,05251106E008001634,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"407","HARRI",06-04-2026 07:01,,,Negative,Negative,1.6,Negative,2.87,Negative,2.94,Negative,3.08,05251106E008016128,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"300","SN",06-04-2026 06:44,,,Negative,Negative,1.92,Negative,2.76,Negative,3.84,Negative,2.63,05251106E008002720,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"617","JK",06-04-2026 05:49,,,Negative,Negative,1.64,Negative,3.02,Negative,3.58,Negative,2.79,05250428E002011115,MilkSafe™ FAST CM1-3BTS ,250428E002
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"45","MAKE",06-04-2026 06:48,,,Negative,Negative,1.57,Negative,2.39,Negative,2.74,Negative,2.15,05251106E008000961,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"69","JV",06-04-2026 06:59,,,Negative,Negative,2.32,Negative,3.09,Negative,3.58,Negative,2.93,05251106E008000516,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"posit testi","VS",06-04-2026 08:18,,,Negative,Negative,2.01,Negative,2.98,Negative,3.94,Negative,2.9,05251106E008002148,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk5,Seinäjoki,Valio,Sjk5,False,"negat testi","vs",06-04-2026 08:27,,,Negative,Negative,1.86,Negative,2.67,Negative,3.18,Negative,2.46,05251106E008002066,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"negat testi","vs",06-04-2026 08:40,,,Negative,Negative,2.18,Negative,2.97,Negative,4.17,Negative,2.95,05251106E008001171,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"negat testi","vs",06-04-2026 08:41,,,Negative,Negative,2.27,Negative,3.17,Negative,4.31,Negative,3.09,05251106E008001083,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"642","I`N",06-04-2026 11:46,,,Negative,Negative,1.66,Negative,2.76,Negative,3.24,Negative,2.53,05250725E007024072,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"70","JV",06-04-2026 10:20,,,Negative,Negative,2.89,Negative,3.36,Negative,4.42,Negative,3.2,05251106E008002026,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"200","JJ",06-04-2026 11:28,,,Negative,Negative,1.92,Negative,3.14,Negative,4.01,Negative,2.9,05251106E008017842,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"180","MN",06-04-2026 12:56,,,Negative,Negative,1.95,Negative,2.53,Negative,3.43,Negative,2.52,05251106E008016174,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"111","JPM",06-04-2026 11:21,,,Negative,Negative,2.53,Negative,3.32,Negative,4.2,Negative,3.15,05251106E008000715,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"11","EK",06-04-2026 11:31,,,Negative,Negative,2.26,Negative,3.56,Negative,4.47,Negative,3.44,,MilkSafe™ FAST CM1-3BTS ,
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"806","RH",06-04-2026 11:41,,,Negative,Negative,1.67,Negative,3.04,Negative,3.42,Negative,2.76,05250428E002017600,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"744","NR",06-04-2026 13:17,,,Negative,Negative,2.68,Negative,2.92,Negative,3.63,Negative,2.93,05250725E007000516,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"170","SA",06-04-2026 12:51,,,Negative,Negative,1.85,Negative,3.22,Negative,4.11,Negative,3.05,05251106E008001417,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"478","MR",06-04-2026 13:43,,,Negative,Negative,1.65,Negative,2.96,Negative,3.53,Negative,2.83,05251106E008002271,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"831","JY",06-04-2026 14:06,,,Negative,Negative,2.62,Negative,2.9,Negative,3.8,Negative,2.88,05250725E007003027,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"27","MP",06-04-2026 13:40,Confirmation,,Negative,Negative,1.55,Negative,2.62,Negative,3.78,Negative,2.72,05250725E007024381,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"27","MP",06-04-2026 13:33,Original,,Positive,Positive,1.06,Negative,2.31,Negative,3.29,Negative,2.48,05250725E007024466,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"292","HK",06-04-2026 14:03,,,Negative,Negative,2.36,Negative,3.22,Negative,3.99,Negative,3.03,05251106E008004044,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"27","MP",06-04-2026 13:47,SecondConfirmation,,Negative,Negative,1.35,Negative,2.6,Negative,3.51,Negative,2.54,05250725E007023507,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"306","TM",06-04-2026 14:08,,,Negative,Negative,2.35,Negative,3.61,Negative,3.77,Negative,3.39,05251106E008004074,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu1,Oulu,Valio,Oulu1,False,"870","MAKE",06-04-2026 13:48,,,Negative,Negative,2.23,Negative,3.04,Negative,4.09,Negative,2.88,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"406","HR",06-04-2026 14:51,,,Negative,Negative,2.19,Negative,3.35,Negative,3.7,Negative,3.13,05251106E008019417,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"322","SNN",06-04-2026 14:10,,,Negative,Negative,2.27,Negative,3.27,Negative,3.89,Negative,3.12,05251106E008004443,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"457","JL",06-04-2026 15:03,,,Negative,Negative,1.99,Negative,3.02,Negative,3.98,Negative,2.83,05251106E008014747,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"162","TR",06-04-2026 14:54,,,Negative,Negative,2.15,Negative,2.78,Negative,3.31,Negative,2.69,05250725E007000804,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"802","JK",06-04-2026 13:27,,,Negative,Negative,1.73,Negative,3.18,Negative,3.19,Negative,2.94,05250428E002018923,MilkSafe™ FAST CM1-3BTS ,250428E002
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"143","RM",06-04-2026 13:39,,,Negative,Negative,2.59,Negative,2.88,Negative,3.66,Negative,2.78,05251106E008000946,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"93","TH",06-04-2026 15:18,,,Negative,Negative,2.19,Negative,3.13,Negative,2.93,Negative,2.94,05251106E008016125,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"71","JV",06-04-2026 13:42,,,Negative,Negative,2.23,Negative,3.14,Negative,3.81,Negative,2.95,05251106E008001097,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"50","TV",06-04-2026 15:24,,,Negative,Negative,1.84,Negative,2.78,Negative,3.93,Negative,2.77,05251106E008016144,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"215","JP",06-04-2026 14:46,,,Negative,Negative,1.81,Negative,2.87,Negative,3.85,Negative,2.8,05251106E008004098,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"434","VR",06-04-2026 15:30,,,Negative,Negative,2.11,Negative,2.72,Negative,3.89,Negative,2.76,05251106E008016562,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"804","JK",06-04-2026 13:55,,,Negative,Negative,1.7,Negative,3.03,Negative,3.41,Negative,2.8,05250428E002019457,MilkSafe™ FAST CM1-3BTS ,250428E002
